ambito,region,provincia,distrito,total_actas,actas_contabilizadas,pct_actas,fuente_proporcion,votos_AHORA NACIÓN - AN,votos_ALIANZA ELECTORAL VENCEREMOS,votos_ALIANZA PARA EL PROGRESO,votos_AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,votos_FE EN EL PERÚ,votos_FUERZA POPULAR,votos_FUERZA Y LIBERTAD,votos_JUNTOS POR EL PERÚ,votos_LIBERTAD POPULAR,votos_PARTIDO APRISTA PERUANO,votos_PARTIDO CÍVICO OBRAS,votos_PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,votos_PARTIDO DEL BUEN GOBIERNO,votos_PARTIDO DEMOCRATICO FEDERAL,votos_PARTIDO DEMOCRÁTICO SOMOS PERÚ,votos_PARTIDO DEMÓCRATA UNIDO PERÚ,votos_PARTIDO DEMÓCRATA VERDE,votos_PARTIDO FRENTE DE LA ESPERANZA 2021,votos_PARTIDO MORADO,votos_PARTIDO PATRIÓTICO DEL PERÚ,votos_PARTIDO PAÍS PARA TODOS,votos_PARTIDO POLÍTICO COOPERACIÓN POPULAR,votos_PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,votos_PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,votos_PARTIDO POLÍTICO PERÚ ACCIÓN,votos_PARTIDO POLÍTICO PERÚ PRIMERO,votos_PARTIDO POLÍTICO PRIN,votos_PARTIDO SICREO,votos_PERÚ MODERNO,votos_PODEMOS PERÚ,"votos_PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",votos_PROGRESEMOS,votos_RENOVACIÓN POPULAR,votos_SALVEMOS AL PERÚ,votos_UN CAMINO DIFERENTE,votos_UNIDAD NACIONAL,votos_VOTOS EN BLANCO,votos_VOTOS NULOS
EXTRANJERO,ASIA,EMIRATOS ÁRABES UNIDOS,ABU DABI,1,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,ASIA,EMIRATOS ÁRABES UNIDOS,DUBÁI,1,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,ASIA,FILIPINAS,MANILA,1,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,ASIA,INDIA,NUEVA DELHI,1,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,ASIA,INDONESIA,JAKARTA,1,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,ASIA,IRÁN,TEHERAN,1,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,ASIA,ISRAEL,RAMLA,1,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,ASIA,ISRAEL,TEL AVIV,3,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,ASIA,JAPÓN,FUKUOKA,1,1,100.0,distrito,2.0,1.0,0.0,0.0,0.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,8.0,1.0
EXTRANJERO,ASIA,JAPÓN,GUNMA,12,9,75.0,distrito,25,4,3,1,0,527,1,5,3,11,23,1,39,0,4,3,0,4,4,1,83,1,3,0,0,0,0,15,1,0,25,1,565,0,4,8,296,48
EXTRANJERO,ASIA,JAPÓN,HIROSHIMA,2,2,100.0,distrito,3.0,0.0,0.0,2.0,0.0,74.0,1.0,1.0,0.0,1.0,7.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,1.0,64.0,0.0,0.0,0.0,26.0,4.0
EXTRANJERO,ASIA,JAPÓN,KOBE,4,2,50.0,distrito,30,0,0,0,0,130,0,0,0,2,16,0,10,0,0,2,0,4,0,0,28,0,0,0,0,2,0,2,0,0,10,0,186,0,2,4,102,28
EXTRANJERO,ASIA,JAPÓN,MIE,5,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,ASIA,JAPÓN,NAGOYA,14,8,57.14,distrito,42,2,4,2,0,520,0,10,5,16,58,0,28,0,0,5,4,7,0,4,72,2,2,0,0,0,0,14,0,4,44,4,492,2,5,12,243,46
EXTRANJERO,ASIA,JAPÓN,OKINAWA,1,1,100.0,distrito,0.0,0.0,0.0,1.0,0.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,9.0,5.0
EXTRANJERO,ASIA,JAPÓN,SAITAMA,6,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,ASIA,JAPÓN,SHIGA,3,2,66.67,distrito,4,2,0,0,0,164,2,0,3,3,10,0,9,2,0,0,2,0,0,0,26,0,0,0,0,0,2,0,0,0,10,0,156,0,0,3,78,15
EXTRANJERO,ASIA,JAPÓN,SHIZUOKA,8,6,75.0,distrito,19,1,0,1,0,328,0,0,0,25,24,0,28,1,1,1,1,9,0,4,44,0,1,3,0,1,0,12,0,1,24,0,233,0,0,20,165,24
EXTRANJERO,ASIA,JAPÓN,TOKIO,25,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,ASIA,JORDANIA,AMMAN,1,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,ASIA,KUWAIT,AL - KUWAIT,1,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,ASIA,LÍBANO,BEIRUT,1,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,ASIA,MALASIA,KUALA LUMPUR,1,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,ASIA,REPUBLICA DE COREA,SEÚL,1,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,ASIA,REPÚBLICA POPULAR CHINA,BEIJING (PEKIN),1,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,ASIA,REPÚBLICA POPULAR CHINA,GUANGZHOU,1,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,ASIA,REPÚBLICA POPULAR CHINA,REGION ADMINISTRATIVA ESPECIAL HONG KONG,1,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,ASIA,REPÚBLICA POPULAR CHINA,SHANGHÁI,1,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,ASIA,SINGAPUR,SINGAPUR,1,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,ASIA,TAILANDIA,BANGKOK,1,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,ASIA,TURQUÍA,ANKARA,1,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,ASIA,TURQUÍA,ESTAMBUL,1,1,100.0,distrito,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,8.0,0.0,0.0,0.0,4.0,1.0
EXTRANJERO,ASIA,VIETNAM,HANÓI,1,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,EUROPA,ALEMANIA,BERLÍN,5,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,EUROPA,ALEMANIA,BREMEN,2,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,EUROPA,ALEMANIA,COLONIA,5,4,80.0,distrito,90,5,1,0,0,28,0,11,1,5,32,0,138,1,4,0,0,5,4,1,24,2,0,0,0,0,0,12,0,0,55,0,195,0,1,2,49,8
EXTRANJERO,EUROPA,ALEMANIA,FRANKFURT,5,2,40.0,distrito,72,2,0,0,0,48,0,10,0,2,35,0,172,0,0,0,0,2,2,0,40,2,0,0,0,0,0,13,0,0,48,0,220,0,0,2,48,15
EXTRANJERO,EUROPA,ALEMANIA,HAMBURGO,3,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,EUROPA,ALEMANIA,MÚNICH,9,8,88.89,distrito,124,7,1,0,0,53,1,9,0,9,57,2,295,0,6,4,1,15,7,3,68,1,2,4,2,0,0,10,0,0,84,0,352,1,1,3,111,19
EXTRANJERO,EUROPA,AUSTRIA,VIENA,3,2,66.67,distrito,31,2,2,8,0,16,2,3,3,2,21,0,63,0,0,0,0,2,0,0,38,0,2,0,0,0,0,4,0,0,28,0,99,0,0,3,40,4
EXTRANJERO,EUROPA,BIELORRUSIA,MINSK,1,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,EUROPA,BÉLGICA,AMBERES,2,2,100.0,distrito,39.0,1.0,0.0,1.0,2.0,19.0,0.0,3.0,2.0,1.0,17.0,0.0,28.0,0.0,2.0,0.0,1.0,5.0,1.0,0.0,18.0,1.0,1.0,0.0,2.0,2.0,0.0,6.0,0.0,0.0,12.0,1.0,71.0,0.0,0.0,1.0,41.0,4.0
EXTRANJERO,EUROPA,BÉLGICA,BRUSELAS,6,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,EUROPA,BÉLGICA,GANTE,1,1,100.0,distrito,16.0,2.0,1.0,0.0,0.0,18.0,0.0,0.0,1.0,1.0,9.0,0.0,45.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,10.0,0.0,34.0,0.0,0.0,2.0,9.0,5.0
EXTRANJERO,EUROPA,BÉLGICA,LIEJA,1,1,100.0,distrito,11.0,2.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,2.0,3.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,26.0,0.0,1.0,1.0,3.0,1.0
EXTRANJERO,EUROPA,DINAMARCA,COPENHAGUE,2,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,EUROPA,ESPAÑA,ALMERÍA,6,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,EUROPA,ESPAÑA,BARCELONA,119,22,18.49,extranjero,1436,117,73,27,20,3073,33,380,49,209,1651,13,2309,9,109,72,63,203,95,81,2127,81,59,72,39,37,14,250,13,57,856,34,5716,11,162,135,3633,969
EXTRANJERO,EUROPA,ESPAÑA,BILBAO,28,18,64.29,distrito,275,12,11,12,2,546,8,90,9,36,387,2,445,5,20,14,14,39,19,22,518,12,11,19,5,8,5,81,2,9,170,5,579,2,22,12,608,163
EXTRANJERO,EUROPA,ESPAÑA,LAS PALMAS,3,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,EUROPA,ESPAÑA,MADRID,212,80,37.74,distrito,2801,175,215,40,37,5732,72,747,64,363,3694,29,4325,21,228,172,95,419,209,186,5756,170,119,130,98,61,34,498,29,114,1537,74,7431,19,329,249,6644,2001
EXTRANJERO,EUROPA,ESPAÑA,MALLORCA,7,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,EUROPA,ESPAÑA,MÁLAGA,4,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,EUROPA,ESPAÑA,OVIEDO,3,1,33.33,distrito,36,0,0,0,0,96,0,6,0,0,30,0,60,3,3,6,0,6,0,3,69,0,0,0,0,0,0,18,0,3,45,0,78,0,6,6,66,12
EXTRANJERO,EUROPA,ESPAÑA,SALAMANCA,10,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,EUROPA,ESPAÑA,SEVILLA,14,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,EUROPA,ESPAÑA,TENERIFE,3,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,EUROPA,ESPAÑA,VALENCIA,18,17,94.44,distrito,141,19,7,4,0,313,2,31,3,15,174,0,321,0,28,2,6,43,15,12,237,7,14,4,5,2,2,34,0,7,125,4,646,2,7,13,388,133
EXTRANJERO,EUROPA,ESPAÑA,VIGO,11,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,EUROPA,ESPAÑA,ZARAGOZA,8,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,EUROPA,FINLANDIA,HELSINKI,1,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,EUROPA,FRANCIA,BURDEOS,2,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,EUROPA,FRANCIA,ESTRASBURGO,1,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,EUROPA,FRANCIA,LYON,3,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,EUROPA,FRANCIA,MARSELLA,1,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,EUROPA,FRANCIA,NIZA,1,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,EUROPA,FRANCIA,PARÍS,21,9,42.86,distrito,418,37,7,5,0,343,0,51,21,28,359,2,611,0,16,19,12,19,30,14,313,12,12,12,7,12,5,49,0,14,222,5,789,9,30,21,665,124
EXTRANJERO,EUROPA,FRANCIA,TOULOUSE,2,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,EUROPA,GRAN BRETAÑA,LONDRES,13,7,53.85,distrito,158,9,7,2,0,117,0,26,7,9,93,0,323,0,2,6,4,11,6,2,111,9,0,9,0,2,2,22,2,0,76,2,481,4,2,2,156,35
EXTRANJERO,EUROPA,GRAN DUCADO DE LUXEMBURGO,LUXEMBURGO,1,1,100.0,distrito,11.0,0.0,0.0,0.0,1.0,5.0,1.0,1.0,1.0,1.0,16.0,0.0,28.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,7.0,0.0,55.0,0.0,0.0,0.0,33.0,4.0
EXTRANJERO,EUROPA,GRECIA,ATENAS,1,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,EUROPA,HOLANDA,ÁMSTERDAM,6,5,83.33,distrito,98,10,0,1,1,68,1,10,1,5,30,2,238,0,4,1,2,4,6,2,46,6,0,0,0,1,0,7,0,0,84,2,263,1,1,6,48,19
EXTRANJERO,EUROPA,HUNGRÍA,BUDAPEST,1,1,100.0,distrito,1.0,0.0,0.0,0.0,0.0,16.0,0.0,1.0,1.0,0.0,10.0,0.0,20.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,35.0,0.0,0.0,0.0,6.0,2.0
EXTRANJERO,EUROPA,IRLANDA,DUBLÍN,1,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,EUROPA,ITALIA,BOLONIA,9,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,EUROPA,ITALIA,BOLZANO,2,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,EUROPA,ITALIA,FLORENCIA,24,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,EUROPA,ITALIA,GÉNOVA,13,6,46.15,distrito,143,4,6,2,2,355,11,50,4,11,427,2,273,2,24,26,9,37,15,9,295,11,2,13,9,9,4,32,4,9,91,9,377,4,11,17,462,110
EXTRANJERO,EUROPA,ITALIA,MARCAS,6,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,EUROPA,ITALIA,MILÁN,112,3,2.68,extranjero,1715,140,87,32,24,3670,40,454,58,250,1972,15,2757,11,130,86,75,242,114,97,2541,97,71,86,47,44,16,299,16,68,1022,41,6827,14,193,161,4340,1158
EXTRANJERO,EUROPA,ITALIA,NÁPOLES,3,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,EUROPA,ITALIA,PERUGIA,4,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,EUROPA,ITALIA,ROMA,43,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,EUROPA,ITALIA,TRIESTE,4,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,EUROPA,ITALIA,TURÍN,31,9,29.03,extranjero,497,41,25,9,7,1065,12,132,17,73,572,4,800,3,38,25,22,70,33,28,737,28,21,25,14,13,5,87,5,20,296,12,1980,4,56,47,1259,336
EXTRANJERO,EUROPA,MACEDONIA,SKOPIE,1,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,EUROPA,MALTA,LA VALETTA,1,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,EUROPA,NORUEGA,OSLO,2,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,EUROPA,POLONIA,VARSOVIA,1,1,100.0,distrito,12.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,9.0,0.0,18.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,33.0,0.0,1.0,0.0,8.0,1.0
EXTRANJERO,EUROPA,PORTUGAL,LISBOA,2,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,EUROPA,PRINCIPADO DE ANDORRA,ANDORRA LA VELLA,1,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,EUROPA,REPÚBLICA CHECA,PRAGA,1,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,EUROPA,RUMANÍA,BUCAREST,1,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,EUROPA,RUMANÍA,TIMISOARA,1,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,EUROPA,RUSIA,MOSCÚ,2,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,EUROPA,RUSIA,SAN PETERSBURGO,1,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,EUROPA,SUECIA,ESTOCOLMO,7,2,28.57,extranjero,68,6,3,1,1,147,2,18,2,10,79,1,110,0,5,3,3,10,5,4,101,4,3,3,2,2,1,12,1,3,41,2,273,1,8,6,173,46
EXTRANJERO,EUROPA,SUECIA,MALMO,2,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,EUROPA,SUIZA,BERNA,10,6,60.0,distrito,103,5,0,0,2,55,2,18,2,5,68,0,143,0,12,0,3,12,12,5,50,2,2,10,2,3,2,8,5,2,70,0,357,0,8,28,80,33
EXTRANJERO,EUROPA,SUIZA,GINEBRA,9,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,OCEANÍA,AUSTRALIA,BRISBANE,3,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,OCEANÍA,AUSTRALIA,CAMBERRA,1,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXTRANJERO,OCEANÍA,AUSTRALIA,MELBOURNE,3,0,0.0,extranjero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
