ambito,region,provincia,distrito,total_actas,actas_contabilizadas,pct_actas,fuente_proporcion,votos_AHORA NACIÓN - AN,votos_ALIANZA ELECTORAL VENCEREMOS,votos_ALIANZA PARA EL PROGRESO,votos_AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,votos_FE EN EL PERÚ,votos_FUERZA POPULAR,votos_FUERZA Y LIBERTAD,votos_JUNTOS POR EL PERÚ,votos_LIBERTAD POPULAR,votos_PARTIDO APRISTA PERUANO,votos_PARTIDO CÍVICO OBRAS,votos_PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,votos_PARTIDO DEL BUEN GOBIERNO,votos_PARTIDO DEMOCRATICO FEDERAL,votos_PARTIDO DEMOCRÁTICO SOMOS PERÚ,votos_PARTIDO DEMÓCRATA UNIDO PERÚ,votos_PARTIDO DEMÓCRATA VERDE,votos_PARTIDO FRENTE DE LA ESPERANZA 2021,votos_PARTIDO MORADO,votos_PARTIDO PATRIÓTICO DEL PERÚ,votos_PARTIDO PAÍS PARA TODOS,votos_PARTIDO POLÍTICO COOPERACIÓN POPULAR,votos_PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,votos_PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,votos_PARTIDO POLÍTICO PERÚ ACCIÓN,votos_PARTIDO POLÍTICO PERÚ PRIMERO,votos_PARTIDO POLÍTICO PRIN,votos_PARTIDO SICREO,votos_PERÚ MODERNO,votos_PODEMOS PERÚ,"votos_PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",votos_PROGRESEMOS,votos_RENOVACIÓN POPULAR,votos_SALVEMOS AL PERÚ,votos_UN CAMINO DIFERENTE,votos_UNIDAD NACIONAL,votos_VOTOS EN BLANCO,votos_VOTOS NULOS
PERÚ,AREQUIPA,LA UNIÓN,TORO,3,3,100.0,distrito,29.0,4.0,14.0,0.0,2.0,13.0,1.0,66.0,0.0,2.0,22.0,0.0,16.0,1.0,2.0,8.0,0.0,1.0,1.0,0.0,3.0,2.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,11.0,0.0,3.0,4.0,0.0,0.0,0.0,50.0,21.0
PERÚ,AYACUCHO,CANGALLO,CANGALLO,18,17,94.44,distrito,347,65,15,1,11,103,0,1067,18,7,244,4,91,3,8,55,20,38,4,25,25,22,3,28,7,32,2,30,17,38,38,10,36,7,3,0,575,219
PERÚ,AYACUCHO,CANGALLO,CHUSCHI,26,26,100.0,distrito,315.0,38.0,11.0,4.0,15.0,196.0,4.0,1667.0,9.0,5.0,479.0,1.0,62.0,6.0,5.0,58.0,15.0,45.0,2.0,35.0,7.0,20.0,4.0,39.0,6.0,45.0,3.0,23.0,4.0,72.0,21.0,15.0,27.0,9.0,1.0,2.0,653.0,281.0
PERÚ,AYACUCHO,CANGALLO,LOS MOROCHUCOS,28,26,92.86,distrito,484,86,15,2,12,223,4,1910,31,8,772,5,117,4,12,72,22,57,13,53,43,43,4,62,12,36,5,53,1,108,27,15,70,8,6,3,922,353
PERÚ,AYACUCHO,CANGALLO,MARÍA PARADO DE BELLIDO,7,7,100.0,distrito,63.0,16.0,10.0,1.0,3.0,50.0,2.0,422.0,6.0,0.0,140.0,2.0,21.0,3.0,2.0,18.0,10.0,27.0,2.0,5.0,7.0,1.0,0.0,14.0,1.0,3.0,1.0,8.0,2.0,69.0,5.0,5.0,7.0,4.0,1.0,0.0,237.0,119.0
PERÚ,AYACUCHO,CANGALLO,PARAS,19,18,94.74,distrito,142,17,12,0,2,117,0,927,14,5,264,0,26,4,5,68,19,30,3,16,13,39,4,21,4,17,0,13,0,52,12,7,14,2,1,3,502,139
PERÚ,AYACUCHO,CANGALLO,TOTOS,14,14,100.0,distrito,112.0,14.0,4.0,1.0,1.0,76.0,1.0,831.0,8.0,4.0,164.0,1.0,8.0,2.0,2.0,31.0,8.0,20.0,4.0,11.0,11.0,8.0,2.0,13.0,2.0,11.0,1.0,15.0,0.0,34.0,3.0,8.0,14.0,6.0,3.0,1.0,348.0,110.0
PERÚ,AYACUCHO,HUAMANGA,ACOCRO,30,1,3.33,provincia,989,62,37,4,7,440,10,1117,36,18,795,4,455,9,39,67,26,161,22,57,177,77,12,49,11,54,2,157,4,77,150,21,200,7,9,10,703,286
PERÚ,AYACUCHO,HUAMANGA,ACOS VINCHOS,16,13,81.25,distrito,190,31,9,1,1,244,4,1295,12,1,268,2,46,6,1,62,11,25,0,31,21,34,6,28,2,20,2,30,0,55,15,14,25,11,0,0,633,226
PERÚ,AYACUCHO,HUAMANGA,ANDRÉS AVELINO CÁCERES DORREGARAY,54,48,88.89,distrito,2013,80,127,8,16,935,11,1924,69,35,1609,10,836,26,80,144,35,291,55,119,340,223,35,78,20,109,2,305,2,173,296,28,504,9,28,38,1403,576
PERÚ,AYACUCHO,HUAMANGA,AYACUCHO,251,234,93.23,distrito,10302,486,308,32,50,4207,105,6596,294,270,6744,31,5309,76,353,486,215,1511,243,462,1943,702,127,400,97,532,13,1603,34,506,1722,184,2568,35,93,95,5141,2380
PERÚ,AYACUCHO,HUAMANGA,CARMEN ALTO,71,64,90.14,distrito,2400,97,91,3,14,1043,19,3123,138,27,2411,8,1130,16,80,205,49,468,55,180,454,186,34,152,38,164,10,452,7,241,364,45,324,19,24,23,1810,740
PERÚ,AYACUCHO,HUAMANGA,CHIARA,22,14,63.64,distrito,401,41,17,3,3,143,3,1788,9,2,618,2,137,8,28,79,24,55,3,44,31,82,6,66,8,16,3,52,0,68,38,30,61,14,5,2,621,267
PERÚ,AYACUCHO,HUAMANGA,JESÚS NAZARENO,51,46,90.2,distrito,2008,59,77,9,12,825,16,1594,57,28,1659,8,948,12,80,122,31,385,45,126,402,131,13,90,13,82,6,316,10,143,282,39,379,13,21,16,1111,473
PERÚ,AYACUCHO,HUAMANGA,OCROS,22,1,4.54,provincia,554,35,21,2,4,247,5,626,20,10,446,2,255,5,22,38,15,90,12,32,99,43,7,28,6,30,1,88,2,43,84,12,112,4,5,5,394,160
PERÚ,AYACUCHO,HUAMANGA,PACAYCASA,10,9,90.0,distrito,363,19,14,0,1,326,2,349,17,0,276,1,61,1,20,21,7,38,1,13,46,29,6,11,4,22,0,27,1,42,19,21,44,4,1,1,369,184
PERÚ,AYACUCHO,HUAMANGA,QUINUA,19,19,100.0,distrito,479.0,37.0,25.0,3.0,13.0,357.0,10.0,937.0,32.0,6.0,488.0,5.0,97.0,10.0,15.0,42.0,25.0,97.0,13.0,37.0,78.0,46.0,8.0,49.0,12.0,35.0,3.0,58.0,3.0,55.0,43.0,13.0,71.0,10.0,10.0,2.0,660.0,214.0
PERÚ,AYACUCHO,HUAMANGA,SAN JOSÉ DE TICLLAS,8,7,87.5,distrito,129,49,16,0,1,184,5,417,8,2,136,0,33,1,3,17,10,30,2,18,9,10,5,25,3,5,1,13,2,30,18,7,11,6,0,1,258,121
PERÚ,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,124,110,88.71,distrito,4994,162,152,18,35,1780,54,4251,143,57,3821,21,2383,48,192,343,169,873,107,256,915,369,54,194,52,250,5,857,18,338,786,85,728,28,32,52,2677,1203
PERÚ,AYACUCHO,HUAMANGA,SANTIAGO DE PISCHA,7,0,0.0,provincia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,AYACUCHO,HUAMANGA,SOCOS,27,23,85.19,distrito,363,391,18,4,11,264,5,2266,26,4,596,7,88,7,21,54,25,65,5,40,32,34,4,41,8,13,5,42,4,85,25,27,43,9,9,0,1000,340
PERÚ,AYACUCHO,HUAMANGA,TAMBILLO,21,19,90.48,distrito,410,30,38,4,3,413,1,1640,32,6,412,4,77,10,76,43,17,83,10,35,54,44,6,39,4,46,3,51,2,76,35,18,125,8,3,2,802,178
PERÚ,AYACUCHO,HUAMANGA,VINCHOS,54,25,46.3,distrito,894,134,63,9,4,367,9,3912,123,4,1572,2,199,2,24,145,65,140,11,99,84,63,11,108,17,56,4,181,9,188,106,39,84,30,15,4,2063,486
PERÚ,AYACUCHO,HUANCA SANCOS,CARAPO,9,9,100.0,distrito,86.0,14.0,4.0,0.0,4.0,23.0,1.0,370.0,3.0,2.0,105.0,0.0,23.0,1.0,3.0,27.0,6.0,10.0,0.0,12.0,5.0,10.0,2.0,21.0,4.0,3.0,2.0,12.0,0.0,21.0,7.0,7.0,8.0,1.0,0.0,0.0,215.0,76.0
PERÚ,AYACUCHO,HUANCA SANCOS,SACSAMARCA,6,6,100.0,distrito,143.0,14.0,1.0,0.0,0.0,35.0,1.0,206.0,2.0,2.0,87.0,0.0,20.0,1.0,8.0,13.0,6.0,9.0,2.0,3.0,5.0,5.0,0.0,9.0,1.0,4.0,2.0,3.0,1.0,15.0,7.0,3.0,9.0,0.0,0.0,0.0,136.0,58.0
PERÚ,AYACUCHO,HUANCA SANCOS,SANCOS,10,10,100.0,distrito,284.0,19.0,9.0,1.0,2.0,81.0,2.0,544.0,4.0,7.0,213.0,5.0,77.0,0.0,12.0,27.0,6.0,19.0,1.0,12.0,14.0,18.0,3.0,21.0,8.0,3.0,1.0,27.0,0.0,23.0,24.0,6.0,43.0,2.0,0.0,2.0,222.0,81.0
PERÚ,AYACUCHO,HUANCA SANCOS,SANTIAGO DE LUCANAMARCA,9,9,100.0,distrito,94.0,10.0,6.0,1.0,4.0,42.0,0.0,503.0,2.0,2.0,88.0,2.0,23.0,2.0,2.0,32.0,14.0,15.0,4.0,6.0,6.0,7.0,0.0,23.0,4.0,4.0,2.0,7.0,0.0,33.0,3.0,3.0,6.0,1.0,0.0,1.0,205.0,86.0
PERÚ,AYACUCHO,HUANTA,AYAHUANCO,7,1,14.29,provincia,86,8,7,0,1,47,1,126,3,3,86,1,23,1,3,9,2,11,2,7,11,4,1,6,1,4,0,11,0,19,9,2,17,1,1,1,97,39
PERÚ,AYACUCHO,HUANTA,CANAYRE,11,0,0.0,provincia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,AYACUCHO,HUANTA,CHACA,8,7,87.5,distrito,95,17,10,1,7,58,0,483,5,0,115,0,8,1,8,17,5,8,0,10,3,0,1,9,1,6,2,2,0,179,3,2,8,1,0,1,256,72
PERÚ,AYACUCHO,HUANTA,HUAMANGUILLA,15,15,100.0,distrito,446.0,26.0,14.0,1.0,6.0,152.0,5.0,908.0,15.0,6.0,421.0,3.0,98.0,2.0,11.0,53.0,12.0,47.0,10.0,35.0,33.0,20.0,8.0,32.0,3.0,13.0,2.0,46.0,2.0,70.0,23.0,15.0,29.0,7.0,9.0,3.0,394.0,196.0
PERÚ,AYACUCHO,HUANTA,HUANTA,107,104,97.2,distrito,3165,261,282,19,26,1572,24,3311,113,152,3052,19,989,23,106,267,58,448,74,246,463,159,43,185,59,132,5,465,4,521,370,74,739,24,28,37,3047,1261
PERÚ,AYACUCHO,HUANTA,IGUAIN,12,9,75.0,distrito,268,36,17,1,3,204,4,577,21,5,335,1,41,4,9,31,13,24,5,21,36,16,1,33,3,8,0,27,0,67,23,8,33,3,1,1,443,135
PERÚ,AYACUCHO,HUANTA,LLOCHEGUA,27,0,0.0,provincia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,AYACUCHO,HUANTA,LURICOCHA,23,21,91.3,distrito,542,66,33,2,3,487,4,934,11,13,586,9,100,4,15,72,21,58,12,39,83,37,7,33,7,34,3,58,2,97,46,23,71,7,12,2,738,279
PERÚ,AYACUCHO,HUANTA,PUCACOLPA,8,0,0.0,provincia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,AYACUCHO,HUANTA,PUTIS,3,3,100.0,distrito,10.0,8.0,3.0,0.0,0.0,4.0,0.0,70.0,2.0,0.0,25.0,0.0,6.0,1.0,1.0,4.0,1.0,6.0,0.0,5.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,27.0,2.0,0.0,5.0,1.0,0.0,0.0,56.0,21.0
PERÚ,AYACUCHO,HUANTA,SANTILLANA,14,7,50.0,distrito,172,14,12,0,4,114,0,588,10,4,170,0,22,4,24,42,12,12,4,16,4,4,6,14,4,4,2,6,4,148,2,16,52,0,4,0,424,158
PERÚ,AYACUCHO,HUANTA,SIVIA,32,0,0.0,provincia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,AYACUCHO,HUANTA,UCHURACCAY,14,6,42.86,distrito,96,26,26,0,14,103,0,728,5,7,105,0,5,5,9,61,14,14,2,5,9,9,5,5,0,9,2,5,0,49,7,9,2,5,2,0,413,173
PERÚ,AYACUCHO,LA MAR,ANCHIHUAY,12,0,0.0,region,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,AYACUCHO,LA MAR,ANCO,25,0,0.0,region,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,AYACUCHO,LA MAR,AYNA,23,0,0.0,region,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,AYACUCHO,LA MAR,CHILCAS,7,7,100.0,distrito,65.0,10.0,5.0,1.0,1.0,59.0,1.0,330.0,8.0,2.0,196.0,0.0,16.0,1.0,7.0,18.0,9.0,3.0,0.0,9.0,15.0,5.0,2.0,7.0,1.0,4.0,2.0,1.0,0.0,20.0,6.0,1.0,7.0,2.0,0.0,1.0,157.0,67.0
PERÚ,AYACUCHO,LA MAR,CHUNGUI,16,0,0.0,region,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,AYACUCHO,LA MAR,LUIS CARRANZA,5,0,0.0,region,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,AYACUCHO,LA MAR,NINABAMBA,6,5,83.33,distrito,100,5,14,0,2,95,0,283,1,2,155,0,32,2,4,8,10,8,0,12,19,11,0,14,1,7,0,11,0,25,10,4,22,4,0,0,282,80
PERÚ,AYACUCHO,LA MAR,ORONCCOY,5,0,0.0,region,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,AYACUCHO,LA MAR,PATIBAMBA,5,0,0.0,region,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,AYACUCHO,LA MAR,RÍO MAGDALENA,5,0,0.0,region,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,AYACUCHO,LA MAR,SAMUGARI,22,0,0.0,region,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,AYACUCHO,LA MAR,SAN MIGUEL,26,0,0.0,region,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,AYACUCHO,LA MAR,SANTA ROSA,32,0,0.0,region,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,AYACUCHO,LA MAR,TAMBO,32,10,31.25,distrito,464,19,26,3,13,256,0,2310,10,0,1030,3,102,13,3,83,16,115,3,32,32,96,10,35,0,32,6,54,0,51,32,10,42,19,3,0,1098,278
PERÚ,AYACUCHO,LA MAR,UNIÓN PROGRESO,7,0,0.0,region,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,AYACUCHO,LUCANAS,AUCARA,11,11,100.0,distrito,85.0,8.0,2.0,1.0,1.0,117.0,1.0,158.0,4.0,4.0,106.0,0.0,32.0,1.0,1.0,51.0,9.0,22.0,2.0,12.0,12.0,15.0,0.0,9.0,4.0,1.0,0.0,3.0,0.0,64.0,10.0,4.0,20.0,6.0,3.0,1.0,223.0,73.0
PERÚ,AYACUCHO,LUCANAS,CABANA,4,4,100.0,distrito,43.0,5.0,16.0,0.0,1.0,95.0,0.0,97.0,5.0,2.0,72.0,1.0,31.0,0.0,0.0,16.0,5.0,6.0,0.0,5.0,12.0,28.0,2.0,11.0,0.0,3.0,2.0,8.0,0.0,22.0,5.0,0.0,14.0,1.0,0.0,0.0,82.0,33.0
PERÚ,AYACUCHO,LUCANAS,CARMEN SALCEDO,4,4,100.0,distrito,118.0,5.0,6.0,1.0,2.0,29.0,0.0,94.0,2.0,10.0,93.0,1.0,13.0,2.0,1.0,13.0,7.0,5.0,2.0,3.0,8.0,6.0,0.0,9.0,1.0,0.0,1.0,6.0,0.0,37.0,4.0,8.0,8.0,1.0,1.0,0.0,95.0,22.0
PERÚ,AYACUCHO,LUCANAS,CHAVIÑA,7,6,85.71,distrito,72,14,5,0,1,76,1,347,5,0,98,2,33,0,0,5,8,18,0,6,8,5,0,36,1,9,1,4,0,32,12,7,13,5,0,1,237,81
PERÚ,AYACUCHO,LUCANAS,CHIPAO,9,9,100.0,distrito,85.0,17.0,3.0,0.0,2.0,82.0,0.0,331.0,17.0,6.0,125.0,0.0,25.0,2.0,13.0,17.0,8.0,5.0,6.0,9.0,15.0,3.0,0.0,16.0,1.0,3.0,1.0,9.0,0.0,43.0,4.0,7.0,20.0,7.0,2.0,1.0,304.0,99.0
PERÚ,AYACUCHO,LUCANAS,HUAC-HUAS,7,6,85.71,distrito,65,9,2,0,1,126,4,506,0,5,82,0,30,1,4,27,5,6,4,7,21,4,0,9,2,1,1,14,0,44,4,1,12,0,2,4,147,44
PERÚ,AYACUCHO,LUCANAS,LARAMATE,5,5,100.0,distrito,50.0,28.0,2.0,0.0,0.0,146.0,0.0,186.0,3.0,5.0,57.0,1.0,22.0,1.0,1.0,11.0,2.0,6.0,0.0,2.0,12.0,2.0,0.0,3.0,1.0,2.0,0.0,5.0,1.0,15.0,5.0,3.0,16.0,1.0,6.0,4.0,153.0,30.0
PERÚ,AYACUCHO,LUCANAS,LEONCIO PRADO,5,4,80.0,distrito,29,10,15,1,1,78,2,140,10,2,56,1,15,2,1,8,6,4,2,4,11,4,0,10,1,2,0,9,0,15,2,4,18,1,1,0,112,25
PERÚ,AYACUCHO,LUCANAS,LLAUTA,4,3,75.0,distrito,59,43,1,0,0,168,0,99,35,1,89,1,17,0,3,8,4,9,3,4,12,7,4,7,0,3,1,12,0,13,7,0,20,0,0,0,104,31
PERÚ,AYACUCHO,LUCANAS,LUCANAS,8,8,100.0,distrito,105.0,41.0,5.0,1.0,3.0,86.0,0.0,539.0,11.0,16.0,136.0,1.0,31.0,1.0,1.0,24.0,5.0,9.0,1.0,16.0,19.0,4.0,1.0,15.0,2.0,2.0,0.0,13.0,0.0,18.0,9.0,9.0,21.0,2.0,2.0,0.0,250.0,88.0
PERÚ,AYACUCHO,LUCANAS,OCAÑA,8,8,100.0,distrito,70.0,20.0,2.0,2.0,5.0,184.0,1.0,269.0,4.0,3.0,106.0,0.0,22.0,2.0,4.0,6.0,6.0,7.0,1.0,2.0,19.0,14.0,2.0,20.0,2.0,5.0,1.0,13.0,2.0,30.0,7.0,8.0,35.0,2.0,6.0,0.0,251.0,94.0
PERÚ,AYACUCHO,LUCANAS,OTOCA,5,3,60.0,distrito,58,17,0,0,2,115,2,217,7,2,47,0,10,0,7,8,0,7,0,20,10,2,2,7,0,2,0,7,2,20,2,0,5,2,0,2,157,55
PERÚ,AYACUCHO,LUCANAS,PUQUIO,36,36,100.0,distrito,805.0,84.0,26.0,1.0,4.0,417.0,8.0,1830.0,18.0,58.0,749.0,2.0,341.0,6.0,11.0,79.0,19.0,82.0,24.0,54.0,143.0,65.0,9.0,179.0,5.0,39.0,2.0,147.0,0.0,83.0,97.0,17.0,102.0,11.0,10.0,4.0,988.0,304.0
PERÚ,AYACUCHO,LUCANAS,SAISA,2,2,100.0,distrito,31.0,1.0,0.0,0.0,0.0,18.0,0.0,82.0,1.0,1.0,14.0,0.0,5.0,0.0,1.0,6.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,5.0,0.0,0.0,3.0,45.0,4.0
PERÚ,AYACUCHO,LUCANAS,SAN CRISTÓBAL,6,6,100.0,distrito,43.0,6.0,1.0,0.0,5.0,19.0,2.0,351.0,2.0,3.0,105.0,0.0,25.0,1.0,2.0,43.0,5.0,7.0,3.0,3.0,6.0,2.0,0.0,10.0,0.0,3.0,0.0,9.0,1.0,28.0,7.0,3.0,4.0,6.0,0.0,0.0,154.0,51.0
PERÚ,AYACUCHO,LUCANAS,SAN JUAN,3,3,100.0,distrito,45.0,1.0,5.0,0.0,0.0,28.0,0.0,149.0,1.0,1.0,35.0,0.0,20.0,0.0,3.0,4.0,1.0,2.0,1.0,2.0,6.0,5.0,0.0,8.0,0.0,1.0,0.0,6.0,0.0,13.0,2.0,1.0,9.0,1.0,0.0,2.0,77.0,14.0
PERÚ,AYACUCHO,LUCANAS,SAN PEDRO,10,10,100.0,distrito,68.0,15.0,2.0,0.0,5.0,106.0,0.0,587.0,6.0,4.0,88.0,0.0,38.0,4.0,1.0,21.0,6.0,9.0,3.0,10.0,9.0,4.0,0.0,33.0,3.0,9.0,0.0,10.0,0.0,34.0,6.0,3.0,18.0,8.0,1.0,0.0,280.0,94.0
PERÚ,AYACUCHO,LUCANAS,SAN PEDRO DE PALCO,5,4,80.0,distrito,30,6,1,0,5,54,0,154,4,0,40,0,9,0,2,12,1,5,0,1,6,1,0,14,0,2,0,5,0,12,2,1,4,1,1,0,121,38
PERÚ,AYACUCHO,LUCANAS,SANCOS,12,12,100.0,distrito,146.0,11.0,12.0,1.0,2.0,221.0,0.0,457.0,8.0,5.0,93.0,0.0,14.0,0.0,4.0,12.0,4.0,14.0,1.0,4.0,18.0,14.0,1.0,20.0,2.0,3.0,1.0,5.0,0.0,43.0,8.0,6.0,21.0,4.0,2.0,0.0,314.0,107.0
PERÚ,AYACUCHO,LUCANAS,SANTA ANA DE HUAYCAHUACHO,2,2,100.0,distrito,21.0,2.0,4.0,0.0,0.0,45.0,0.0,37.0,2.0,5.0,34.0,1.0,7.0,0.0,1.0,4.0,1.0,1.0,0.0,1.0,10.0,2.0,1.0,4.0,2.0,0.0,1.0,3.0,1.0,8.0,1.0,2.0,9.0,0.0,0.0,0.0,82.0,17.0
PERÚ,AYACUCHO,LUCANAS,SANTA LUCÍA,5,5,100.0,distrito,24.0,2.0,1.0,0.0,1.0,72.0,0.0,151.0,1.0,5.0,38.0,0.0,2.0,0.0,0.0,17.0,4.0,8.0,0.0,5.0,4.0,0.0,0.0,5.0,3.0,2.0,0.0,10.0,1.0,10.0,0.0,1.0,8.0,0.0,2.0,1.0,95.0,35.0
PERÚ,AYACUCHO,PARINACOCHAS,CHUMPI,7,7,100.0,distrito,71.0,14.0,14.0,0.0,1.0,47.0,3.0,460.0,2.0,1.0,94.0,1.0,25.0,2.0,4.0,5.0,4.0,8.0,1.0,2.0,10.0,4.0,1.0,11.0,0.0,7.0,1.0,17.0,0.0,38.0,3.0,5.0,15.0,2.0,1.0,1.0,267.0,103.0
PERÚ,AYACUCHO,PARINACOCHAS,CORACORA,31,28,90.32,distrito,742,39,23,2,4,202,17,1606,3,17,569,8,269,4,12,43,33,74,27,61,76,65,3,75,20,35,1,101,3,118,74,17,79,12,4,6,990,342
PERÚ,AYACUCHO,PARINACOCHAS,CORONEL CASTAÑEDA,4,4,100.0,distrito,40.0,2.0,1.0,2.0,1.0,8.0,2.0,142.0,2.0,0.0,41.0,0.0,5.0,1.0,0.0,9.0,4.0,3.0,2.0,5.0,7.0,4.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,28.0,6.0,0.0,2.0,1.0,1.0,1.0,99.0,20.0
PERÚ,AYACUCHO,PARINACOCHAS,PACAPAUSA,3,2,66.67,distrito,14,4,2,2,0,32,0,128,2,0,21,2,3,0,2,8,3,9,0,2,0,2,0,3,0,0,2,3,0,28,2,3,3,0,0,0,82,22
PERÚ,AYACUCHO,PARINACOCHAS,PULLO,14,14,100.0,distrito,51.0,14.0,11.0,1.0,3.0,172.0,2.0,783.0,1.0,5.0,141.0,0.0,44.0,2.0,4.0,35.0,17.0,10.0,2.0,18.0,17.0,20.0,2.0,23.0,4.0,12.0,0.0,11.0,1.0,28.0,9.0,5.0,26.0,3.0,3.0,1.0,350.0,80.0
PERÚ,AYACUCHO,PARINACOCHAS,PUYUSCA,7,6,85.71,distrito,49,5,1,1,2,111,0,323,9,5,123,1,47,2,7,22,2,12,1,7,15,9,2,9,2,9,0,14,0,22,4,4,33,1,2,0,211,82
PERÚ,AYACUCHO,PARINACOCHAS,SAN FRANCISCO DE RIVACAYCO,4,4,100.0,distrito,29.0,4.0,2.0,0.0,0.0,25.0,1.0,91.0,2.0,1.0,23.0,0.0,11.0,0.0,3.0,10.0,6.0,6.0,1.0,3.0,9.0,4.0,0.0,3.0,1.0,0.0,1.0,4.0,0.0,21.0,3.0,1.0,10.0,2.0,1.0,0.0,83.0,19.0
PERÚ,AYACUCHO,PARINACOCHAS,UPAHUACHO,7,7,100.0,distrito,41.0,11.0,1.0,0.0,3.0,23.0,0.0,201.0,1.0,2.0,54.0,0.0,9.0,1.0,0.0,5.0,6.0,2.0,1.0,9.0,7.0,3.0,1.0,9.0,2.0,5.0,0.0,4.0,0.0,42.0,2.0,4.0,10.0,4.0,0.0,0.0,113.0,29.0
PERÚ,AYACUCHO,PÁUCAR DEL SARA SARA,COLTA,3,2,66.67,distrito,18,3,2,0,0,21,3,158,0,0,15,0,8,0,0,3,3,4,2,21,8,3,0,3,0,0,0,2,0,14,3,2,10,2,2,0,60,22
PERÚ,AYACUCHO,PÁUCAR DEL SARA SARA,CORCULLA,2,2,100.0,distrito,24.0,5.0,1.0,0.0,0.0,28.0,0.0,38.0,9.0,5.0,6.0,0.0,9.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,8.0,0.0,0.0,0.0,34.0,4.0
PERÚ,AYACUCHO,PÁUCAR DEL SARA SARA,LAMPA,7,7,100.0,distrito,112.0,10.0,4.0,2.0,3.0,96.0,1.0,369.0,2.0,2.0,96.0,1.0,17.0,0.0,2.0,12.0,5.0,3.0,1.0,5.0,9.0,6.0,0.0,5.0,3.0,7.0,1.0,6.0,0.0,18.0,6.0,2.0,15.0,1.0,1.0,2.0,167.0,66.0
